title,city,image_url,href
"Family home and garden - rural, Flower Garden Farm, Orchard, Olive trees",Chieti,"https://wwoof.imgix.net/photos/hosts/5f1d58a0b911b24e6db3baa6e17d9766.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/16405-family-home-and-garden-rural-flower-garden-farm-orchard-olive-trees
Piccolo agricampeggio biologico familiare con piante e animali,Treviso,"https://wwoof.imgix.net/photos/hosts/68e2932290a9615edf3cd57c68f21abc.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15831-piccolo-agricampeggio-biologico-familiare-con-piante-e-animali
Azienda Agricola di produzione di formaggi di capra e miele con Agricampeggio,Firenze,"https://wwoof.imgix.net/photos/hosts/a0c740a1b73675a902af6832f85316cc.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/48065-azienda-agricola-di-produzione-di-formaggi-di-capra-e-miele-con-agricampeggio
"Sono Alex e la mia piccola azienda produce verdure, uov, frutta,miele zafferano da agr rigenerativa",Treviso,"https://wwoof.imgix.net/images/IT/logo.png?bg=fff&pad-left=30&pad-right=30&pad-top=17&pad-bottom=17&fit=fill&ar=16:9&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/49549-sono-alex-e-la-mia-piccola-azienda-produce-verdure-uov-fruttamiele-zafferano-da-agr-rigenerativa
Progetti di comunità e di promozione della cultura rurale,Udine,"https://wwoof.imgix.net/photos/hosts/47e32f1b7755b4039c661b7f93bf59d7.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/46553-progetti-di-comunita-e-di-promozione-della-cultura-rurale
"Azienda zootecnica, agricola e agrituristica sulle Madonie in Sicilia",Palermo,"https://wwoof.imgix.net/photos/hosts/844c634cc00d9885eb24116ebe7558ac.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/39171-azienda-zootecnica-agricola-e-agrituristica-sulle-madonie-in-sicilia
Fattoria di famiglia,Roma,"https://wwoof.imgix.net/photos/hosts/79969ec980dc96901394462a5da95c90.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15293-fattoria-di-famiglia
Piccola azienda agricola,Cagliari,"https://wwoof.imgix.net/photos/hosts/ab52587b9c1595e886f8df45e0611050.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/52606-piccola-azienda-agricola
"Centro Educativo, Sito Ecoturistico , Vivaio o attività forestali, Olivi",Terni,"https://wwoof.imgix.net/photos/hosts/4bb2f3644b3ec740f4655592b8226065.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/14992-centro-educativo-sito-ecoturistico-vivaio-o-attivita-forestali-olivi
Agroecologica,Trento,"https://wwoof.imgix.net/photos/hosts/ee97fec1d7fd873ed47d852849e48410.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/14827-agroecologica
Fattoria di famiglia,Lecco,"https://wwoof.imgix.net/photos/hosts/55f9c3f213742e8198346fac80b17f20.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15357-fattoria-di-famiglia
"Casa familiare e giardino - rurale, Orto commerciale, Frutteto",Asti,"https://wwoof.imgix.net/photos/hosts/cbe0f681e33c1ee34c764d2aad1f7cd1.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/16415-casa-familiare-e-giardino-rurale-orto-commerciale-frutteto
,Asti,"https://wwoof.imgix.net/photos/hosts/7b774d3febde7a548e73e30a2629fba6.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15672
Family home and garden - rural,Trento,"https://wwoof.imgix.net/photos/hosts/9c1625687ed1499c8730eab123645dd1.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15467-family-home-and-garden-rural
Siamo una piccola comunità   e pratichiamo  la Comunicazione  Nonviolenta di M. Rosenberg,Pisa,"https://wwoof.imgix.net/photos/hosts/cb4d28bf74655055df851cb5096c50a3.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/16417-siamo-una-piccola-comunita-e-pratichiamo-la-comunicazione-nonviolenta-di-m-rosenberg
Progetto di tutela ambientale ed autosufficienza energetica e alimentare,Grosseto,"https://wwoof.imgix.net/photos/hosts/68ee38c0f14ade4358c7740bf270c008.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15023-progetto-di-tutela-ambientale-ed-autosufficienza-energetica-e-alimentare
Destinazione Agrituristica,Genova,"https://wwoof.imgix.net/photos/hosts/813c5626388693702d303fb481401491.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15537-destinazione-agrituristica
Centro polivalente agricolo e olistico,Pistoia,"https://wwoof.imgix.net/photos/hosts/2876d172167208072849521d16424b82.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/50761-centro-polivalente-agricolo-e-olistico
AZIENDA AGRICOLA ...,Brindisi,"https://wwoof.imgix.net/photos/hosts/36be1f5239d117bc79b0f5a959054086.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15342-azienda-agricola
Azienda agricola,Lecco,"https://wwoof.imgix.net/photos/hosts/a6264b8da50714d11a1c990139aa73ce.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15783-azienda-agricola
,Napoli,"https://wwoof.imgix.net/photos/hosts/74443ebcf67412265cf136bc0ed7d3fb.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15166
"Family home,cooking and  housekeeping - rural, Vineyard, Winery, Vegetable production, Garden.",Firenze,"https://wwoof.imgix.net/photos/hosts/c5fddd8882cd1bef86bdeaf63209531d.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/14857-family-homecooking-and-housekeeping-rural-vineyard-winery-vegetable-production-garden
Azienda agricola biodinamica,Trento,"https://wwoof.imgix.net/photos/hosts/e61e9c42f20218e4cc0188374db86710.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/14882-azienda-agricola-biodinamica
Alpeggio alternativo nel cuore del Lagorai,Trento,"https://wwoof.imgix.net/photos/hosts/ce29626f34fc5043bb80e72499f64d21.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/50206-alpeggio-alternativo-nel-cuore-del-lagorai
"Agricoltura biologica, cereali antichi, mulino a pietra",Foggia,"https://wwoof.imgix.net/photos/hosts/9c625739c50daf14622d723842c3f7f0.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/15375-agricoltura-biologica-cereali-antichi-mulino-a-pietra
Azienda biologica e biodinamica in Franciaocrta,Brescia,"https://wwoof.imgix.net/photos/hosts/2dca164e9c612004b38ce36de594de87.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/49563-azienda-biologica-e-biodinamica-in-franciaocrta
"Azienda agricola in costruzione, laboratorio artigiano, crocevia di storie",Biella,"https://wwoof.imgix.net/photos/hosts/cf4aa8ef37359a9024fad361b46d800a.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/47245-azienda-agricola-in-costruzione-laboratorio-artigiano-crocevia-di-storie
Fattoria contemporanea,Alessandria,"https://wwoof.imgix.net/photos/hosts/7af2dbbc5885099b81c4c85349f9342e.jpg?ar=16:9&fit=crop&auto=format,enhance&q=50&w=576",https://wwoof.it/it/host/49388-fattoria-contemporanea
